CPP_number,Code,GPT4,GPT4_SC
CPP_6,"/*
Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
For each of the group, output the deepest level of nesting of parentheses.
E.g. (()()) has maximum two levels of nesting while ((())) has three.

>>> parse_nested_parens(""(()()) ((())) () ((())()())"")
{2, 3, 1, 3}
*/
#include<stdio.h>
#include<vector>
#include<string>
using namespace std;
vector<int> parse_nested_parens(string paren_string){

    vector<int> all_levels;
    string current_paren;
    int level=0,max_level=0;
    char chr;
    int i;
    for (i=0;i<paren_string.length();i++)
    {
        chr=paren_string[i];
        if (chr=='(')
        {
        level+=1;
        if (level>max_level) max_level=level;
        current_paren+=chr;
        }
        if (chr==')')
        {
            level-=1;
            current_paren+=chr;
            if (level==0){
                all_levels.push_back(max_level);
                current_paren="""";
                max_level=0;
            }
        }
    }
    return all_levels;
}

#undef NDEBUG
#include<assert.h>
bool issame(vector<int> a,vector<int>b){
    if (a.size()!=b.size()) return false;
    for (int i=0;i<a.size();i++)
    {
        if (a[i]!=b[i]) return false;
    }
    return true;
}
int main(){
    assert (issame(parse_nested_parens(""(()()) ((())) () ((())()())""),{2, 3, 1, 3}));
     assert (issame(parse_nested_parens(""() (()) ((())) (((())))"") , {1, 2, 3, 4}));
    assert (issame(parse_nested_parens(""(()(())((())))"") ,{4}));
}",pass,pass
CPP_116,"/*
In this Kata, you have to sort a vector of non-negative integers according to
number of ones in their binary representation in ascending order.
For similar number of ones, sort based on decimal value.

It must be implemented like this:
>>> sort_vector({1, 5, 2, 3, 4}) == {1, 2, 3, 4, 5}
>>> sort_vector({-2, -3, -4, -5, -6}) == {-6, -5, -4, -3, -2}
>>> sort_vector({1, 0, 2, 3, 4}) == {0, 1, 2, 3, 4}
*/
#include<stdio.h>
#include<math.h>
#include<vector>
#include<algorithm>
using namespace std;
vector<int> sort_array(vector<int> arr){

    vector<int> bin={};
    int m;

    for (int i=0;i<arr.size();i++)
    {
        int b=0,n=abs(arr[i]);
        while (n>0)
        {
            b+=n%2;n=n/2;
        }
        bin.push_back(b);
    }
    for (int i=0;i<arr.size();i++)
    for (int j=1;j<arr.size();j++)
    if (bin[j]<bin[j-1] or (bin[j]==bin[j-1] and arr[j]<arr[j-1]))
    {
        m=arr[j];arr[j]=arr[j-1];arr[j-1]=m;
        m=bin[j];bin[j]=bin[j-1];bin[j-1]=m;
    }
    return arr;
}

#undef NDEBUG
#include<assert.h>
bool issame(vector<int> a,vector<int>b){
    if (a.size()!=b.size()) return false;
    for (int i=0;i<a.size();i++)
    {
    if (a[i]!=b[i]) return false;
    }
    return true;
}
int main(){
    assert (issame(sort_array({1,5,2,3,4}) , {1, 2, 4, 3, 5}));
    assert (issame(sort_array({-2,-3,-4,-5,-6}) , {-4, -2, -6, -5, -3}));
    assert (issame(sort_array({1,0,2,3,4}) , {0, 1, 2, 4, 3}));
    assert (issame(sort_array({}) , {}));
    assert (issame(sort_array({2,5,77,4,5,3,5,7,2,3,4}) , {2, 2, 4, 4, 3, 3, 5, 5, 5, 7, 77}));
    assert (issame(sort_array({3,6,44,12,32,5}) , {32, 3, 5, 6, 12, 44}));
    assert (issame(sort_array({2,4,8,16,32}) , {2, 4, 8, 16, 32}));
    assert (issame(sort_array({2,4,8,16,32}) , {2, 4, 8, 16, 32}));
}
",partial pass,pass
CPP_69,"/*
You are given a non-empty vector of positive integers. Return the greatest integer that is greater than 
zero, and has a frequency greater than or equal to the value of the integer itself. 
The frequency of an integer is the number of times it appears in the vector.
If no such a value exist, return -1.
Examples:
    search({4, 1, 2, 2, 3, 1}) == 2
    search({1, 2, 2, 3, 3, 3, 4, 4, 4}) == 3
    search({5, 5, 4, 4, 4}) == -1
*/
#include<stdio.h>
#include<vector>
using namespace std;
int search(vector<int> lst){

    vector<vector<int>> freq={};
    int max=-1;
    for (int i=0;i<lst.size();i++)
    {
        bool has=false;
        for (int j=0;j<freq.size();j++)
            if (lst[i]==freq[j][0]) 
            {
            freq[j][1]+=1;
            has=true;
            if (freq[j][1]>=freq[j][0] and freq[j][0]>max) max=freq[j][0];
            }
        if (not(has)) 
        {
        freq.push_back({lst[i],1});
        if (max==-1 and lst[i]==1) max=1;
        }
    }
    return max;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (search({5, 5, 5, 5, 1}) == 1);
    assert (search({4, 1, 4, 1, 4, 4}) == 4);
    assert (search({3, 3}) == -1);
    assert (search({8, 8, 8, 8, 8, 8, 8, 8}) == 8);
    assert (search({2, 3, 3, 2, 2}) == 2);
    assert (search({2, 7, 8, 8, 4, 8, 7, 3, 9, 6, 5, 10, 4, 3, 6, 7, 1, 7, 4, 10, 8, 1}) == 1);
    assert (search({3, 2, 8, 2}) == 2);
    assert (search({6, 7, 1, 8, 8, 10, 5, 8, 5, 3, 10}) == 1);
    assert (search({8, 8, 3, 6, 5, 6, 4}) == -1);
    assert (search({6, 9, 6, 7, 1, 4, 7, 1, 8, 8, 9, 8, 10, 10, 8, 4, 10, 4, 10, 1, 2, 9, 5, 7, 9}) == 1);
    assert (search({1, 9, 10, 1, 3}) == 1);
    assert (search({6, 9, 7, 5, 8, 7, 5, 3, 7, 5, 10, 10, 3, 6, 10, 2, 8, 6, 5, 4, 9, 5, 3, 10}) == 5);
    assert (search({1}) == 1);
    assert (search({8, 8, 10, 6, 4, 3, 5, 8, 2, 4, 2, 8, 4, 6, 10, 4, 2, 1, 10, 2, 1, 1, 5}) == 4);
    assert (search({2, 10, 4, 8, 2, 10, 5, 1, 2, 9, 5, 5, 6, 3, 8, 6, 4, 10}) == 2);
    assert (search({1, 6, 10, 1, 6, 9, 10, 8, 6, 8, 7, 3}) == 1);
    assert (search({9, 2, 4, 1, 5, 1, 5, 2, 5, 7, 7, 7, 3, 10, 1, 5, 4, 2, 8, 4, 1, 9, 10, 7, 10, 2, 8, 10, 9, 4}) == 4);
    assert (search({2, 6, 4, 2, 8, 7, 5, 6, 4, 10, 4, 6, 3, 7, 8, 8, 3, 1, 4, 2, 2, 10, 7}) == 4);
    assert (search({9, 8, 6, 10, 2, 6, 10, 2, 7, 8, 10, 3, 8, 2, 6, 2, 3, 1}) == 2);
    assert (search({5, 5, 3, 9, 5, 6, 3, 2, 8, 5, 6, 10, 10, 6, 8, 4, 10, 7, 7, 10, 8}) == -1);
    assert (search({10}) == -1);
    assert (search({9, 7, 7, 2, 4, 7, 2, 10, 9, 7, 5, 7, 2}) == 2);
    assert (search({5, 4, 10, 2, 1, 1, 10, 3, 6, 1, 8}) == 1);
    assert (search({7, 9, 9, 9, 3, 4, 1, 5, 9, 1, 2, 1, 1, 10, 7, 5, 6, 7, 6, 7, 7, 6}) == 1);
    assert (search({3, 10, 10, 9, 2}) == -1);
}
",partial pass,partial pass
CPP_84,"/*
Given a positive integer N, return the total sum of its digits in binary.

Example
    For N = 1000, the sum of digits will be 1 the output should be ""1"".
    For N = 150, the sum of digits will be 6 the output should be ""110"".
    For N = 147, the sum of digits will be 12 the output should be ""1100"".

Variables:
    @N integer
         Constraints: 0 ≤ N ≤ 10000.
Output:
     a string of binary number
*/
#include<stdio.h>
#include<string>
using namespace std;
string solve(int N){

    string str,bi="""";
    str=to_string(N);
    int i,sum=0;
    for (int i=0;i<str.length();i++)
        sum+=str[i]-48;
    while (sum>0)
    {
        bi=to_string(sum%2)+bi;
        sum=sum/2;
    }
    return bi;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (solve(1000) == ""1"");
    assert (solve(150) == ""110"");
    assert (solve(147) == ""1100"");
    assert (solve(333) == ""1001"");
    assert (solve(963) == ""10010"");
}
",fail,pass
CPP_71,"/*
Given the lengths of the three sides of a triangle. Return the area of
the triangle rounded to 2 decimal points if the three sides form a valid triangle. 
Otherwise return -1
Three sides make a valid triangle when the sum of any two sides is greater 
than the third side.
Example:
triangle_area(3, 4, 5) == 6.00
triangle_area(1, 2, 10) == -1
*/
#include<stdio.h>
#include<math.h>
using namespace std;
float triangle_area(float a,float b,float c){

    if (a+b<=c or a+c<=b or b+c<=a) return -1;
    float h=(a+b+c)/2;
    float area;
    area=pow(h*(h-a)*(h-b)*(h-c),0.5);
    return area;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (abs(triangle_area(3, 4, 5)-6.00)<0.01);
    assert (abs(triangle_area(1, 2, 10) +1)<0.01);
    assert (abs(triangle_area(4, 8, 5) -8.18)<0.01);
    assert (abs(triangle_area(2, 2, 2) -1.73)<0.01);
    assert (abs(triangle_area(1, 2, 3) +1)<0.01);
    assert (abs(triangle_area(10, 5, 7) - 16.25)<0.01);
    assert (abs(triangle_area(2, 6, 3) +1)<0.01);
    assert (abs(triangle_area(1, 1, 1) -0.43)<0.01);
    assert (abs(triangle_area(2, 2, 10) +1)<0.01);
}
",partial pass,partial pass
CPP_154,"/*
You are given 2 words. You need to return true if the second word or any of its rotations is a substring in the first word
cycpattern_check(""abcd"",""abd"") => false
cycpattern_check(""hello"",""ell"") => true
cycpattern_check(""whassup"",""psus"") => false
cycpattern_check(""abab"",""baa"") => true
cycpattern_check(""efef"",""eeff"") => false
cycpattern_check(""himenss"",'simen"") => true

*/
#include<stdio.h>
#include<string>
using namespace std;
bool cycpattern_check(string a,string b){

    for (int i=0;i<b.size();i++)
    {
        string rotate=b.substr(i)+b.substr(0,i);
        if (a.find(rotate)!=string::npos) return true;
    }
    return false;

}

#undef NDEBUG
#include<assert.h>
int main(){
    assert  (cycpattern_check(""xyzw"",""xyw"") == false );
    assert  (cycpattern_check(""yello"",""ell"") == true );
    assert  (cycpattern_check(""whattup"",""ptut"") == false );
    assert  (cycpattern_check(""efef"",""fee"") == true );
    assert  (cycpattern_check(""abab"",""aabb"") == false );
    assert  (cycpattern_check(""winemtt"",""tinem"") == true );
}
",partial pass,partial pass
CPP_99,"/*
Create a function that takes a value (string) representing a number
and returns the closest integer to it. If the number is equidistant
from two integers, round it away from zero.

Examples
>>> closest_integer(""10"")
10
>>> closest_integer(""15.3"")
15

Note:
Rounding away from zero means that if the given number is equidistant
from two integers, the one you should return is the one that is the
farthest from zero. For example closest_integer(""14.5"") should
return 15 and closest_integer(""-14.5"") should return -15.
*/
#include<stdio.h>
#include<math.h>
#include<string>
using namespace std;
int closest_integer(string value){

    double w;
    w=atof(value.c_str());
    return round(w);
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (closest_integer(""10"") == 10);
    assert (closest_integer(""14.5"") == 15);
    assert (closest_integer(""-15.5"") == -16);
    assert (closest_integer(""15.3"") == 15);
    assert (closest_integer(""0"") == 0);
}
",pass,partial pass
CPP_82,"/*
Write a function that takes a string and returns true if the string
length is a prime number or false otherwise
Examples
prime_length(""Hello"") == true
prime_length(""abcdcba"") == true
prime_length(""kittens"") == true
prime_length(""orange"") == false
*/
#include<stdio.h>
#include<string>
using namespace std;
bool prime_length(string str){

    int l,i;
    l=str.length();
    if (l<2) return false;
    for (i=2;i*i<=l;i++)
    if (l%i==0) return false;
    return true;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (prime_length(""Hello"") == true);
    assert (prime_length(""abcdcba"") == true);
    assert (prime_length(""kittens"") == true);
    assert (prime_length(""orange"") == false);
    assert (prime_length(""wow"") == true);
    assert (prime_length(""world"") == true);
    assert (prime_length(""MadaM"") == true);
    assert (prime_length(""Wow"") == true);
    assert (prime_length("""") == false);
    assert (prime_length(""HI"") == true);
    assert (prime_length(""go"") == true);
    assert (prime_length(""gogo"") == false);
    assert (prime_length(""aaaaaaaaaaaaaaa"") == false);
    assert (prime_length(""Madam"") == true);
    assert (prime_length(""M"") == false);
    assert (prime_length(""0"") == false);
}
",partial pass,pass
CPP_39,"/*
prime_fib returns n-th number that is a Fibonacci number and it's also prime.
>>> prime_fib(1)
2
>>> prime_fib(2)
3
>>> prime_fib(3)
5
>>> prime_fib(4)
13
>>> prime_fib(5)
89
*/
#include<stdio.h>
using namespace std;
int prime_fib(int n){

    int f1,f2,m;
    f1=1;f2=2;
    int count=0;
    while (count<n)
    {
        f1=f1+f2;
        m=f1;f1=f2;f2=m;
        bool isprime=true;
        for (int w=2;w*w<=f1;w++)
            if (f1%w==0)
            {
             isprime=false; break;
            }
        if (isprime) count+=1;
        if (count==n) return f1;
    }

}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (prime_fib(1) == 2);
    assert (prime_fib(2) == 3);
    assert (prime_fib(3) == 5);
    assert (prime_fib(4) == 13);
    assert (prime_fib(5) == 89);
    assert (prime_fib(6) == 233);
    assert (prime_fib(7) == 1597);
    assert (prime_fib(8) == 28657);
    assert (prime_fib(9) == 514229);
    assert (prime_fib(10) == 433494437);
}
",partial pass,partial pass
CPP_37,"/*
This function takes a vector l and returns a vector l' such that
l' is identical to l in the odd indicies, while its values at the even indicies are equal
to the values of the even indicies of l, but sorted.
>>> sort_even({1, 2, 3})
{1, 2, 3}
>>> sort_even({5, 6, 3, 4})
{3, 6, 5, 4}
*/
#include<stdio.h>
#include<math.h>
#include<vector>
#include<algorithm>
using namespace std;
vector<float> sort_even(vector<float> l){

    vector<float> out={};
    vector<float> even={};
    for (int i=0;i*2<l.size();i++)
        even.push_back(l[i*2]);
    sort(even.begin(),even.end());
    for (int i=0;i<l.size();i++)
    {
        if (i%2==0) out.push_back(even[i/2]);
        if (i%2==1) out.push_back(l[i]);
    }
    return out;
}

#undef NDEBUG
#include<assert.h>
bool issame(vector<float> a,vector<float>b){
    if (a.size()!=b.size()) return false;
    for (int i=0;i<a.size();i++)
    {
        if (abs(a[i]-b[i])>1e-4) return false;
    }
    return true;
}
int main(){
    assert (issame(sort_even({1, 2, 3}), {1, 2, 3}));
    assert (issame(sort_even({5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10}) , {-10, 3, -5, 2, -3, 3, 5, 0, 9, 1, 123}));
    assert (issame(sort_even({5, 8, -12, 4, 23, 2, 3, 11, 12, -10}) , {-12, 8, 3, 4, 5, 2, 12, 11, 23, -10}));
}
",partial pass,pass
CPP_111,"/*
Given a string representing a space separated lowercase letters, return a map
of the letter with the most repetition and containing the corresponding count.
If several letters have the same occurrence, return all of them.

Example:
histogram(""a b c"") == {{""a"", 1}, {""b"", 1}, {""c"", 1}}
histogram(""a b b a"") == {{""a"", 2}, {""b"", 2}}
histogram(""a b c a b"") == {{""a"", 2}, {""b"", 2}}
histogram(""b b b b a"") == {{""b"", 4}}
histogram("""") == {}

*/
#include<stdio.h>
#include<string>
#include<map>
using namespace std;
map<char,int> histogram(string test){

    map<char,int> count={},out={};
    map <char,int>::iterator it;
    int max=0;
    for (int i=0;i<test.length();i++)
        if (test[i]!=' ')
        {
            count[test[i]]+=1;
            if (count[test[i]]>max) max=count[test[i]];
        }
    for (it=count.begin();it!=count.end();it++)
    {
        char w1=it->first;
        int w2=it->second;
        if (w2==max) out[w1]=w2;
    }
    return out;
}

#undef NDEBUG
#include<assert.h>
bool issame(map<char,int> a,map<char,int> b){
    if (a.size()!=b.size()) return false;
    map <char,int>::iterator it;
    for (it=a.begin();it!=a.end();it++)
    {
        char w1=it->first;
        int w2=it->second;
        if (b.find(w1)==b.end()) return false;
        if (b[w1]!=w2) return false;
    }

    return true;
}
int main(){
    assert (issame(histogram(""a b b a"") , {{'a',2},{'b', 2}}));
    assert (issame(histogram(""a b c a b"") , {{'a', 2},{'b', 2}}));
    assert (issame(histogram(""a b c d g"") , {{'a', 1}, {'b', 1}, {'c', 1}, {'d', 1}, {'g', 1}}));
    assert (issame(histogram(""r t g"") , {{'r', 1},{'t', 1},{'g', 1}}));
    assert (issame(histogram(""b b b b a"") , {{'b', 4}}));
    assert (issame(histogram(""r t g"") , {{'r', 1},{'t', 1},{'g', 1}}));
    assert (issame(histogram("""") , {}));
    assert (issame(histogram(""a"") , {{'a', 1}}));
}
",pass,pass
CPP_56,"/*
brackets is a string of '<' and '>'.
return true if every opening bracket has a corresponding closing bracket.

>>> correct_bracketing(""<"")
false
>>> correct_bracketing(""<>"")
true
>>> correct_bracketing(""<<><>>"")
true
>>> correct_bracketing(""><<>"")
false
*/
#include<stdio.h>
#include<string>
using namespace std;
bool correct_bracketing(string brackets){

    int level=0;
    for (int i=0;i<brackets.length();i++)
    {
        if (brackets[i]=='<') level+=1;
        if (brackets[i]=='>') level-=1;
        if (level<0) return false;
    }
    if (level!=0) return false;
    return true;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (correct_bracketing(""<>""));
    assert (correct_bracketing(""<<><>>""));
    assert (correct_bracketing(""<><><<><>><>""));
    assert (correct_bracketing(""<><><<<><><>><>><<><><<>>>""));
    assert (not (correct_bracketing(""<<<><>>>>"")));
    assert (not (correct_bracketing(""><<>"")));
    assert (not (correct_bracketing(""<"")));
    assert (not (correct_bracketing(""<<<<"")));
    assert (not (correct_bracketing("">"")));
    assert (not (correct_bracketing(""<<>"")));
    assert (not (correct_bracketing(""<><><<><>><>><<>"")));
    assert (not (correct_bracketing(""<><><<><>><>>><>"")));
}
",partial pass,partial pass
